UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF
7252,M22111,M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0
7253,H36666,H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0
7256,M22115,M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0
7257,H36670,H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0
7260,M22119,M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0
7261,L54440,L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0
7263,M22122,M,300.4,310.6,1545,35.6,16,0,0,0,0,0,0
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0
7265,M22124,M,300.4,310.6,1448,44.9,21,0,0,0,0,0,0
7266,L54445,L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0
7269,L54448,L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0
7270,M22129,M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,0
7272,M22131,M,300.3,310.4,1293,49.7,37,0,0,0,0,0,0
7273,L54452,L,300.2,310.3,1202,59.5,40,0,0,0,0,0,0
7274,M22133,M,300.2,310.3,1704,29.2,42,0,0,0,0,0,0
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0
7276,L54455,L,300.2,310.3,1514,38.7,48,0,0,0,0,0,0
7277,M22136,M,300.1,310.3,1350,48.8,50,0,0,0,0,0,0
7278,L54457,L,300.1,310.2,1475,54.2,53,0,0,0,0,0,0
7279,H36692,H,300.0,310.1,1714,28.7,55,0,0,0,0,0,0
7280,L54459,L,300.0,310.1,1465,40.9,60,0,0,0,0,0,0
7281,L54460,L,299.9,310.2,1288,69.6,62,1,0,0,1,0,0
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0
7283,L54462,L,300.0,310.2,1486,36.4,66,0,0,0,0,0,0
7284,M22143,M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0
7285,M22144,M,300.1,310.3,1345,57.1,71,0,0,0,0,0,0
7286,M22145,M,300.2,310.4,1202,61.7,74,0,0,0,0,0,0
7287,M22146,M,300.1,310.4,1480,37.1,77,0,0,0,0,0,0
7288,M22147,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0
7290,L54469,L,300.3,310.6,1433,53.8,86,0,0,0,0,0,0
7291,L54470,L,300.3,310.6,1806,24.4,88,0,0,0,0,0,0
7292,L54471,L,300.2,310.5,1416,46.7,90,0,0,0,0,0,0
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0
7294,L54473,L,300.1,310.5,1627,29.2,95,0,0,0,0,0,0
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0
7296,M22155,M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0
7297,H36710,H,300.0,310.4,1881,21.9,102,0,0,0,0,0,0
7298,L54477,L,300.1,310.5,1500,39.8,107,0,0,0,0,0,0
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0
7302,L54481,L,300.1,310.4,1554,39.4,115,0,0,0,0,0,0
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0
7306,M22165,M,300.0,310.5,1790,25.7,123,0,0,0,0,0,0
7307,L54486,L,300.1,310.5,1356,45.8,126,0,0,0,0,0,0
7308,M22167,M,300.0,310.4,1385,52.1,128,0,0,0,0,0,0
7309,L54488,L,300.0,310.4,1333,49.1,131,0,0,0,0,0,0
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0
7311,L54490,L,300.0,310.5,1606,33.5,135,0,0,0,0,0,0
7312,H36725,H,300.0,310.5,1558,36.7,137,0,0,0,0,0,0
7313,L54492,L,300.0,310.5,1412,52.4,142,0,0,0,0,0,0
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0
7315,L54494,L,299.9,310.3,1268,53.3,146,0,0,0,0,0,0
7316,L54495,L,299.9,310.4,1470,50.0,148,0,0,0,0,0,0
7317,L54496,L,299.9,310.4,1497,47.0,150,0,0,0,0,0,0
7318,L54497,L,299.9,310.3,1638,29.1,152,0,0,0,0,0,0
7319,H36732,H,299.9,310.3,1535,43.9,154,0,0,0,0,0,0
7320,L54499,L,299.8,310.2,1654,32.7,159,0,0,0,0,0,0
7321,H36734,H,299.8,310.2,1411,49.7,161,0,0,0,0,0,0
7322,L54501,L,299.8,310.2,1911,23.5,166,0,0,0,0,0,0
7323,H36736,H,299.8,310.2,1573,33.3,168,0,0,0,0,0,0
7324,L54503,L,299.9,310.2,1479,46.3,173,0,0,0,0,0,0
7325,M22184,M,299.9,310.4,1820,26.6,175,0,0,0,0,0,0
7326,L54505,L,299.9,310.4,1419,45.7,178,0,0,0,0,0,0
7327,M22186,M,299.9,310.5,1335,52.9,180,0,0,0,0,0,0
7328,M22187,M,299.9,310.5,1576,39.4,183,0,0,0,0,0,0
7329,L54508,L,300.0,310.5,1517,42.2,186,0,0,0,0,0,0
7330,M22189,M,299.9,310.4,1576,34.3,188,0,0,0,0,0,0
7331,H36744,H,299.8,310.2,1537,36.6,191,0,0,0,0,0,0
7332,L54511,L,299.8,310.3,1524,34.2,196,0,0,0,0,0,0
7333,M22192,M,299.8,310.3,1805,23.7,198,0,0,0,0,0,0
7334,M22193,M,299.9,310.4,1367,53.3,201,0,0,0,0,0,0
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0
7336,L54515,L,299.9,310.4,1328,49.9,206,0,0,0,0,0,0
7337,H36750,H,299.9,310.5,1549,42.8,208,0,0,0,0,0,0
7338,L54517,L,299.9,310.5,1539,32.8,213,0,0,0,0,0,0
7339,L54518,L,299.8,310.5,1496,38.8,215,0,0,0,0,0,0
7340,L54519,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0
7342,L54521,L,299.7,310.3,1505,37.7,4,0,0,0,0,0,0
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0
7346,L54525,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0
7347,L54526,L,299.6,310.2,1469,47.0,15,0,0,0,0,0,0
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0
7350,L54529,L,299.7,310.2,1633,36.5,24,0,0,0,0,0,0
7351,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0,0
7352,L54531,L,299.7,310.2,1458,43.4,28,0,0,0,0,0,0
7353,M22212,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0
7356,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0
7357,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0,0
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0
7359,M22218,M,299.5,310.1,1659,31.5,44,0,0,0,0,0,0
7360,M22219,M,299.4,310,1512,43.2,47,0,0,0,0,0,0
7361,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0,0
7362,L54541,L,299.5,310,1502,38.5,52,0,0,0,0,0,0
7363,L54542,L,299.5,310,1594,35.1,54,0,0,0,0,0,0
7364,L54543,L,299.5,310,1412,48.9,56,0,0,0,0,0,0
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0
7367,H36780,H,299.6,310.1,1531,36.8,62,0,0,0,0,0,0
7368,M22227,M,299.5,310.1,1359,61.1,67,0,0,0,0,0,0
7369,M22228,M,299.6,310.2,1620,30.0,70,0,0,0,0,0,0
7370,M22229,M,299.6,310.1,1646,29.6,73,0,0,0,0,0,0
7371,M22230,M,299.6,310.1,1455,46.1,76,0,0,0,0,0,0
7372,L54551,L,299.6,310.2,1512,44.0,79,0,0,0,0,0,0
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0
7374,L54553,L,299.6,310.1,1553,38.0,83,0,0,0,0,0,0
7375,L54554,L,299.5,310,1379,50.4,85,0,0,0,0,0,0
7376,M22235,M,299.4,309.9,1567,40.6,87,0,0,0,0,0,0
7377,L54556,L,299.5,310,1481,43.1,90,0,0,0,0,0,0
7378,L54557,L,299.5,310,1349,52.7,92,0,0,0,0,0,0
7379,L54558,L,299.5,310,1388,52.4,94,0,0,0,0,0,0
7380,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0,0
7381,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0
7382,L54561,L,299.7,310.3,1495,43.1,101,0,0,0,0,0,0
7383,L54562,L,299.8,310.4,1698,28.3,103,0,0,0,0,0,0
7384,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0
7385,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0,0
7386,M22245,M,299.8,310.5,1375,53.9,110,0,0,0,0,0,0
7387,M22246,M,299.8,310.6,1574,31.8,113,0,0,0,0,0,0
7388,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0,0
7389,M22248,M,299.8,310.6,1694,31.3,121,0,0,0,0,0,0
7390,L54569,L,299.8,310.6,1707,32.5,124,0,0,0,0,0,0
7391,M22250,M,299.7,310.5,1490,41.2,126,0,0,0,0,0,0
7392,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0,0
7393,M22252,M,299.7,310.5,1492,39.3,131,0,0,0,0,0,0
7394,M22253,M,299.7,310.5,1594,35.4,134,0,0,0,0,0,0
7395,L54574,L,299.7,310.6,1479,38.0,137,0,0,0,0,0,0
7396,M22255,M,299.7,310.6,1572,38.0,139,0,0,0,0,0,0
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0
7398,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0,0
7399,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0,0
7400,L54579,L,299.6,310.6,1642,35.1,149,0,0,0,0,0,0
7401,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0
7402,L54581,L,299.8,310.8,1409,51.9,154,0,0,0,0,0,0
7403,M22262,M,299.8,310.8,1463,43.5,156,0,0,0,0,0,0
7404,L54583,L,299.8,310.8,1376,48.6,159,0,0,0,0,0,0
7405,L54584,L,299.8,310.8,1553,32.2,161,0,0,0,0,0,0
7406,M22265,M,299.8,310.8,1530,35.2,163,0,0,0,0,0,0
7407,L54586,L,299.8,310.9,1545,40.7,166,0,0,0,0,0,0
7408,H36821,H,299.8,310.9,1427,47.2,168,0,0,0,0,0,0
7409,L54588,L,299.9,310.9,1292,51.1,173,0,0,0,0,0,0
7410,L54589,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0
7411,L54590,L,299.9,311,1747,27.6,177,0,0,0,0,0,0
7412,L54591,L,300.0,311.1,1425,47.8,179,0,0,0,0,0,0
7413,L54592,L,300.0,311,1637,33.6,181,0,0,0,0,0,0
7414,M22273,M,300.1,311.1,1616,35.2,183,0,0,0,0,0,0
7415,L54594,L,300.1,311.1,1619,33.4,186,0,0,0,0,0,0
7416,L54595,L,300.1,311.2,1489,39.1,188,0,0,0,0,0,0
7417,M22276,M,300.1,311.2,1452,42.4,190,0,0,0,0,0,0
7418,M22277,M,300.1,311.3,1495,41.0,193,0,0,0,0,0,0
7419,M22278,M,300.2,311.4,1427,39.7,196,0,0,0,0,0,0
7420,L54599,L,300.1,311.4,1572,36.2,199,0,0,0,0,0,0
7421,L54600,L,300.1,311.3,1547,40.0,201,0,0,0,0,0,0
7422,M22281,M,300.1,311.4,1342,48.5,203,0,0,0,0,0,0
7423,L54602,L,300.0,311.2,1351,44.1,206,0,0,0,0,0,0
7424,L54603,L,300.0,311.3,1407,47.3,208,0,0,0,0,0,0
7425,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0
7426,M22285,M,300.0,311.4,1791,24.1,213,0,0,0,0,0,0
7427,M22286,M,300.0,311.4,1692,29.0,216,1,1,0,0,0,0
7428,L54607,L,300.0,311.4,1634,31.9,0,0,0,0,0,0,0
7429,M22288,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0
7430,L54609,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0
7431,M22290,M,300.0,311.4,1384,46.1,7,0,0,0,0,0,0
7432,M22291,M,300.0,311.4,1352,61.8,10,0,0,0,0,0,0
7433,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0
7434,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0
7435,L54614,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0
7436,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0
7442,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0,0
7443,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0
7445,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0,0
7446,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0
7447,L54626,L,300.2,311.8,1379,51.0,46,0,0,0,0,0,0
7448,M22307,M,300.3,311.9,1677,30.8,48,0,0,0,0,0,0
7449,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0
7450,L54629,L,300.3,311.8,1418,45.9,53,0,0,0,0,0,0
7451,L54630,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0
7453,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0
7454,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0,0
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0
7456,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0
7457,M22316,M,300.2,311.7,1397,50.2,71,0,0,0,0,0,0
7458,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0
7459,M22318,M,300.1,311.6,1433,51.4,76,0,0,0,0,0,0
7460,L54639,L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0
7461,L54640,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0
7462,L54641,L,300.0,311.5,1749,28.3,83,0,0,0,0,0,0
7463,L54642,L,300.0,311.3,1703,30.4,85,0,0,0,0,0,0
7464,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0
7466,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0
7474,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0
7478,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0
7480,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0
7483,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0
7487,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0
7491,M22350,M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0
7494,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0
7496,L54675,L,300.3,311.9,1609,34.0,177,0,0,0,0,0,0
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0
7498,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0
7500,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0
7501,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0
7502,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0
7505,L54684,L,300.4,311.8,1589,42.0,201,0,0,0,0,0,0
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0
7511,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0
7513,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0
7515,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0
7517,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0
7519,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0
7523,L54702,L,300.1,311.5,1334,54.0,26,0,0,0,0,0,0
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0
7525,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0
7531,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0
7532,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0
7533,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0
7534,L54713,L,300.0,311.2,1504,37.9,58,0,0,0,0,0,0
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0
7536,L54715,L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0
7539,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0
7541,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0
7542,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0
7545,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0
7547,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0
7553,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0
7556,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0
7558,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0
7559,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0
7567,L54746,L,300.3,311,1613,34.7,142,0,0,0,0,0,0
7568,M22427,M,300.2,311,2370,14.7,144,0,0,0,0,0,0
7569,L54748,L,300.2,311,1627,33.7,147,0,0,0,0,0,0
7570,L54749,L,300.2,311,1255,71.8,149,1,0,0,1,0,0
7571,H36984,H,300.2,311,1777,27.5,151,0,0,0,0,0,0
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0
7590,L54769,L,300.4,311,1802,26.0,197,0,0,0,0,0,0
7591,M22450,M,300.4,311,1433,46.1,199,0,0,0,0,0,0
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0
7598,L54777,L,300.5,311,2074,18.9,9,0,0,0,0,0,0
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0
7600,L54779,L,300.5,311,1759,28.3,13,0,0,0,0,0,0
7601,M22460,M,300.4,311,1595,35.4,15,0,0,0,0,0,0
7602,L54781,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0
7604,L54783,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0
7605,L54784,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0
7606,H37019,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0
7607,M22466,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0
7608,M22467,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0
7609,L54788,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0
7610,L54789,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0
7611,M22470,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0
7612,L54791,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0
7613,M22472,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0
7615,L54794,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0
7616,L54795,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0
7618,L54797,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0
